,154445,,,,36.85,-120.46,-8,40,-8,c,w/m2,w/m2
2003,6,30,4,0,0,0,0,6.324127197,15.42348633,994,298,2
2003,6,30,5,0,13,83,15,6.993560791,16.10308228,994,297,2
2003,6,30,6,0,60,504,170,9.397033691,18.54277954,994,299,2
2003,6,30,7,0,88,702,375,12.45318604,21.64495239,995,300,2
2003,6,30,8,0,105,807,581,15.8371582,25.08086548,995,297,2
2003,6,30,9,0,118,869,765,19.38439941,28.68468628,994,294,1
2003,6,30,10,0,126,906,910,22.75035095,32.1071106,994,289,1
2003,6,30,11,0,132,927,1004,25.56921387,34.97573242,993,284,1
2003,6,30,12,0,133,935,1042,27.33973694,36.77883301,992,283,2
2003,6,30,13,0,132,930,1016,28.24630737,37.70250854,992,284,2
2003,6,30,14,0,128,914,934,28.24354553,37.69970093,991,286,2
2003,6,30,15,0,120,881,797,27.39944458,36.83971558,991,286,2
2002,6,30,16,0,112,768,588,29.73809814,39.22313843,988,301,3
2002,6,30,17,0,94,672,392,27.89399719,37.34365234,988,298,3
2002,6,30,18,0,68,498,194,25.05949402,34.45702515,989,292,3
2002,6,30,19,0,22,146,32,21.48927307,30.82476196,989,286,3
2002,6,30,20,0,0,0,0,18.90309143,28.19579468,990,284,3
2002,6,30,21,0,0,0,0,16.62533569,25.88164673,991,284,3
2002,6,30,22,0,0,0,0,14.75848389,23.98574219,991,286,2
2002,6,30,23,0,0,0,0,13.25491333,22.45916138,991,287,2
2002,7,1,0,0,0,0,0,12.06222534,21.2484375,991,284,1
2002,7,1,1,0,0,0,0,11.12155151,20.29363403,991,276,1
2002,7,1,2,0,0,0,0,10.29669189,19.45638428,990,268,1
2002,7,1,3,0,0,0,0,9.624786377,18.77443848,990,260,1
2002,7,1,4,0,0,0,0,9.149597168,18.29207764,990,250,1
2002,7,1,5,0,11,56,12,10.3036499,19.46340332,991,234,1
2002,7,1,6,0,61,440,156,13.40325928,22.60973511,991,217,1
2002,7,1,7,0,90,637,350,17.8621521,27.1380249,992,200,1
2002,7,1,8,0,109,746,547,22.08621216,31.43169556,992,191,1
2002,7,1,9,0,122,811,725,26.2297821,35.64840088,991,185,1
2002,7,1,10,0,131,851,866,29.59606934,39.07827148,991,192,1
2002,7,1,11,0,137,873,958,32.08987427,41.62175903,990,207,1
2002,7,1,12,0,139,881,994,33.63632202,43.20021973,989,228,1
2002,7,1,13,0,349,535,858,34.39984131,43.97988281,989,250,1
2002,7,1,14,0,132,857,888,34.30841064,43.88652954,988,267,2
2002,7,1,15,0,124,820,755,33.37063599,42.92901001,988,276,2
2002,7,1,16,0,112,759,582,31.49411011,41.01400146,988,280,3
2002,7,1,17,0,94,658,386,28.7177124,38.18300781,989,281,4
2002,7,1,18,0,89,221,145,25.22782898,34.62835083,990,280,4
2002,7,1,19,0,22,110,28,21.80213928,31.14284668,991,277,4
2002,7,1,20,0,0,0,0,19.37675476,28.67705688,992,272,3
2002,7,1,21,0,0,0,0,17.59114075,26.86263428,992,267,2
2002,7,1,22,0,0,0,0,16.197052,25.4465271,993,263,2
2002,7,1,23,0,0,0,0,15.05566406,24.28740845,992,260,2
2002,7,2,0,0,0,0,0,14.10946655,23.32668457,992,258,2
2002,7,2,1,0,0,0,0,13.36083984,22.5666748,991,255,2
2002,7,2,2,0,0,0,0,12.67596436,21.87142334,991,254,2
2002,7,2,3,0,0,0,0,11.93551636,21.11980591,991,256,2
2002,7,2,4,0,0,0,0,11.24258423,20.41634521,992,260,2
2002,7,2,5,0,8,0,8,11.76068115,20.9421936,992,264,2
2002,7,2,6,0,78,120,104,14.44030762,23.66253052,993,268,1
2002,7,2,7,0,89,629,345,18.09590149,27.37539063,993,276,1
2002,7,2,8,0,109,739,542,21.80267334,31.14324341,993,279,1
2002,7,2,9,0,122,805,720,25.33908081,34.74144897,993,271,1
2002,7,2,10,0,131,846,862,28.28567505,37.74257813,993,262,1
2002,7,2,11,0,137,870,955,30.41921997,39.91750488,992,259,2
2002,7,2,12,0,139,879,992,31.69906616,41.22298584,991,258,2
2002,7,2,13,0,137,875,970,32.13729858,41.67012939,991,263,2
2002,7,2,14,0,133,858,889,31.65330505,41.17632446,990,269,3
2002,7,2,15,0,125,823,758,30.44981384,39.94875488,990,273,3
2002,7,2,16,0,182,550,523,28.36360168,37.82207642,990,276,4
2002,7,2,17,0,117,544,358,25.5446167,34.95076904,991,279,4
2002,7,2,18,0,87,239,148,22.33738708,31.6871582,992,281,4
2002,7,2,19,0,22,122,29,19.3188324,28.61818848,992,281,4
2002,7,2,20,0,0,0,0,17.01446533,26.27678833,993,281,3
2002,7,2,21,0,0,0,0,15.14337158,24.37642822,993,284,3
2002,7,2,22,0,0,0,0,13.56854248,22.77739868,993,284,3
2002,7,2,23,0,0,0,0,12.20333862,21.39150391,993,280,3
2002,7,3,0,0,0,0,0,10.97171021,20.14135132,992,275,2
2002,7,3,1,0,0,0,0,9.981903076,19.13668213,992,269,2
2002,7,3,2,0,0,0,0,9.152770996,18.29512939,992,264,2
2002,7,3,3,0,0,0,0,8.391021729,17.52190552,992,260,2
2002,7,3,4,0,0,0,0,7.722320557,16.84310303,992,256,2
2002,7,3,5,0,11,68,12,8.305541992,17.43505249,993,253,2
2002,7,3,6,0,57,482,160,10.52371216,19.68651733,993,254,2
2002,7,3,7,0,83,680,360,13.34680176,22.55223999,994,260,2
2002,7,3,8,0,101,787,562,16.54489136,25.79976807,994,269,1
2002,7,3,9,0,113,850,743,19.80625916,29.11351929,993,277,1
2002,7,3,10,0,121,888,887,22.85520935,32.21383057,992,283,1
2002,7,3,11,0,126,909,982,25.4650116,34.86971436,992,285,2
2002,7,3,12,0,128,918,1020,27.28157043,36.71965942,991,286,2
2002,7,3,13,0,127,914,997,28.04989624,37.5024353,990,285,3
2002,7,3,14,0,123,898,915,27.87271118,37.32192383,989,284,3
2002,7,3,15,0,115,866,781,26.70606995,36.13353882,989,283,3
2002,7,3,16,0,104,810,606,24.60115051,33.99050293,989,283,4
2002,7,3,17,0,88,716,406,21.60882568,30.94631348,989,284,4
2002,7,3,18,0,64,544,202,17.98843384,27.26641235,990,285,4
2002,7,3,19,0,22,178,33,14.51739502,23.74096069,991,284,4
2002,7,3,20,0,0,0,0,11.98019409,21.16506348,992,282,3
2002,7,3,21,0,0,0,0,10.04412842,19.19979248,993,280,3
2002,7,3,22,0,0,0,0,8.58770752,17.72139893,993,278,3
2002,7,3,23,0,0,0,0,7.381591797,16.49706421,993,278,3
2002,7,4,0,0,0,0,0,6.455383301,15.55681763,993,279,2
2002,7,4,1,0,0,0,0,5.776977539,14.86812744,993,280,2
2002,7,4,2,0,0,0,0,5.219940186,14.30254517,992,281,2
2002,7,4,3,0,0,0,0,4.750305176,13.82567749,992,280,2
2002,7,4,4,0,0,0,0,4.338256836,13.40718994,992,278,2
2002,7,4,5,0,10,64,12,5.123962402,14.20513306,992,277,2
2002,7,4,6,0,57,482,160,7.585693359,16.70443115,992,277,2
2002,7,4,7,0,84,680,359,10.7444458,19.91069946,992,276,1
2002,7,4,8,0,101,786,560,14.256073,23.47557983,992,273,1
2002,7,4,9,0,113,847,740,17.86239624,27.13826904,992,271,1
2002,7,4,10,0,121,883,883,21.15139771,30.48110352,991,271,2
2002,7,4,11,0,394,446,814,23.88241577,33.25899658,991,274,2
2002,7,4,12,0,343,609,934,25.83302307,35.24447021,990,279,2
2002,7,4,13,0,332,608,910,26.71655273,36.14418945,990,283,2
2002,7,4,14,0,402,338,700,26.52554321,35.94967041,990,285,3
2002,7,4,15,0,115,856,773,25.41136169,34.81520996,989,286,3
2002,7,4,16,0,104,800,599,23.51643372,32.88668213,989,286,3
2002,7,4,17,0,88,705,400,20.91882324,30.24471436,990,286,3
2002,7,4,18,0,64,534,199,17.73472595,27.00866089,990,285,3
2002,7,4,19,0,22,171,32,14.54196167,23.76589355,991,283,3
2002,7,4,20,0,0,0,0,12.18414307,21.37212524,992,283,3
2002,7,4,21,0,0,0,0,10.28314209,19.44246826,992,283,3
2002,7,4,22,0,0,0,0,8.768798828,17.90532837,992,282,2
2002,7,4,23,0,0,0,0,7.52130127,16.63900146,993,279,2
2002,7,5,0,0,0,0,0,6.478179932,15.58010254,992,276,2
2002,7,5,1,0,0,0,0,5.905944824,14.99916992,992,275,2
2002,7,5,2,0,0,0,0,5.640625,14.72979126,992,276,2
2002,7,5,3,0,0,0,0,5.380249023,14.46538696,992,280,2
2002,7,5,4,0,0,0,0,5.105651855,14.18654785,992,285,2
2002,7,5,5,0,11,0,11,5.845733643,14.9380127,992,284,1
2002,7,5,6,0,57,476,157,7.986938477,17.11168823,992,276,1
2002,7,5,7,0,83,676,356,10.63998413,19.80462036,992,270,1
2002,7,5,8,0,101,783,558,14.18948364,23.40789185,992,267,1
2002,7,5,9,0,113,847,739,17.91070557,27.18731079,992,265,1
2002,7,5,10,0,122,884,883,21.28556824,30.61748657,992,266,1
2002,7,5,11,0,127,905,977,24.13496399,33.51595459,991,270,1
2002,7,5,12,0,128,913,1014,26.13484192,35.55175171,991,274,2
2002,7,5,13,0,127,908,990,27.14321899,36.57872925,990,278,2
2002,7,5,14,0,123,890,907,27.07034302,36.5045105,990,282,2
2002,7,5,15,0,115,856,773,26.10543823,35.52184448,990,286,3
2002,7,5,16,0,104,798,598,24.41720581,33.80324707,990,289,3
2002,7,5,17,0,88,702,399,21.93473816,31.27770386,990,288,3
2002,7,5,18,0,63,528,197,18.76673889,28.05718384,991,287,4
2002,7,5,19,0,22,166,32,15.5395813,24.77886353,992,285,3
2002,7,5,20,0,0,0,0,13.10913086,22.31102905,993,284,3
2002,7,5,21,0,0,0,0,11.13873291,20.31078491,993,284,3
2002,7,5,22,0,0,0,0,9.568084717,18.71654663,993,283,2
2002,7,5,23,0,0,0,0,8.28717041,17.41634521,993,281,2
2002,7,6,0,0,0,0,0,7.213775635,16.32683716,993,279,2
2002,7,6,1,0,0,0,0,6.417358398,15.51830444,993,276,2
2002,7,6,2,0,0,0,0,5.786651611,14.87792358,993,274,2
2002,7,6,3,0,0,0,0,5.244140625,14.3270813,993,274,2
2002,7,6,4,0,0,0,0,4.788146973,13.86394653,993,276,2
2002,7,6,5,0,9,54,10,5.571716309,14.65957031,994,279,1
2002,7,6,6,0,56,471,155,8.065979004,17.1916748,994,279,1
2002,7,6,7,0,83,671,353,11.1885376,20.36123047,994,282,1
2002,7,6,8,0,101,777,553,14.76565552,23.99276123,995,286,1
2002,7,6,9,0,113,840,733,18.42019653,27.7048584,994,287,1
2002,7,6,10,0,122,878,876,21.80036926,31.14089355,993,284,1
2002,7,6,11,0,313,627,902,24.6555481,34.04567871,993,282,2
2002,7,6,12,0,353,592,927,26.78686523,36.21569214,992,283,2
2002,7,6,13,0,459,310,754,27.95399475,37.40465698,992,286,2
2002,7,6,14,0,411,306,681,27.94726563,37.39782104,991,289,3
2002,7,6,15,0,190,698,727,26.90190125,36.33291016,991,291,3
2002,7,6,16,0,169,598,539,24.99067688,34.38686523,991,293,3
2002,7,6,17,0,126,509,351,22.48028564,31.83251343,991,294,4
2002,7,6,18,0,65,454,180,19.52655029,28.82930908,992,293,4
2002,7,6,19,0,21,54,24,16.70013428,25.95751343,993,291,4
2002,7,6,20,0,0,0,0,14.58181763,23.80617676,994,291,3
2002,7,6,21,0,0,0,0,12.86889648,22.06704102,994,292,3
2002,7,6,22,0,0,0,0,11.40582275,20.58184204,994,291,3
2002,7,6,23,0,0,0,0,10.13275146,19.28960571,994,289,3
2002,7,7,0,0,0,0,0,9.106140137,18.24758301,994,290,3
2002,7,7,1,0,0,0,0,8.18560791,17.31322632,993,293,2
2002,7,7,2,0,0,0,0,7.433624268,16.54995117,993,298,2
2002,7,7,3,0,0,0,0,6.830718994,15.93782959,993,301,2
2002,7,7,4,0,0,0,0,6.316375732,15.41567383,994,301,2
2002,7,7,5,0,9,49,10,6.931213379,16.0397583,994,301,2
2002,7,7,6,0,56,466,153,9.573822021,18.72219238,995,302,3
2002,7,7,7,0,83,669,351,12.84963989,22.0473877,995,302,3
2002,7,7,8,0,101,777,552,16.13296509,25.38125,995,302,3
2002,7,7,9,0,113,840,733,19.26303101,28.56127319,995,301,3
2002,7,7,10,0,122,879,877,22.08563232,31.43093262,995,301,3
2002,7,7,11,0,127,900,972,24.39512634,33.78057251,995,300,3
2002,7,7,12,0,129,908,1008,25.86177063,35.27355347,994,298,3
2002,7,7,13,0,128,904,986,26.57650757,36.00139771,994,296,3
2002,7,7,14,0,123,886,904,26.5045166,35.92809448,993,295,3
2002,7,7,15,0,116,852,770,25.48841858,34.89348755,993,295,4
2002,7,7,16,0,104,794,596,23.5222168,32.8923584,994,297,4
2002,7,7,17,0,88,698,397,20.83564758,30.15990601,994,300,5
2002,7,7,18,0,63,524,195,17.8011322,27.07583008,995,303,5
2002,7,7,19,0,21,161,31,15.11523438,24.34765015,996,304,4
2002,7,7,20,0,0,0,0,13.12731934,22.32915649,997,305,4
2002,7,7,21,0,0,0,0,11.54312134,20.72088013,997,308,4
2002,7,7,22,0,0,0,0,10.23751831,19.39556274,998,310,3
2002,7,7,23,0,0,0,0,9.177398682,18.31948242,998,311,3
2002,7,8,0,0,0,0,0,8.273223877,17.40172729,997,312,3
2002,7,8,1,0,0,0,0,7.40637207,16.52181396,997,308,3
2002,7,8,2,0,0,0,0,6.6222229,15.72579346,996,305,3
2002,7,8,3,0,0,0,0,5.928863525,15.021875,996,304,3
2002,7,8,4,0,0,0,0,5.284057617,14.36705933,997,306,3
2002,7,8,5,0,0,0,0,5.839477539,14.93102417,997,308,3
2002,7,8,6,0,57,481,156,8.511291504,17.64342651,997,310,3
2002,7,8,7,0,84,688,359,11.88497925,21.06792603,997,312,3
2002,7,8,8,0,102,797,564,15.6602478,24.90105591,997,313,3
2002,7,8,9,0,115,861,749,19.41323853,28.7138916,996,312,2
2002,7,8,10,0,123,900,896,22.96095276,32.32125244,995,311,2
2002,7,8,11,0,129,922,993,25.97923279,35.39315186,994,311,2
2002,7,8,12,0,131,930,1031,28.3399353,37.79784546,994,312,3
2002,7,8,13,0,129,926,1008,29.89447021,39.38240967,993,313,3
2002,7,8,14,0,125,907,923,30.44023132,39.93892822,992,312,3
2002,7,8,15,0,117,871,786,30.03187561,39.52254639,992,312,3
2002,7,8,16,0,106,812,608,28.87960815,38.3479248,991,313,3
2002,7,8,17,0,89,714,405,27.13063049,36.56588135,991,314,4
2002,7,8,18,0,64,537,199,24.38825989,33.77370605,991,311,4
2002,7,8,19,0,21,165,31,21.30221558,30.63439331,992,306,4
2002,7,8,20,0,0,0,0,19.29820251,28.59719238,993,305,4
2002,7,8,21,0,0,0,0,17.45471191,26.72399292,993,305,3
2002,7,8,22,0,0,0,0,15.76287842,25.00557861,993,304,3
2002,7,8,23,0,0,0,0,14.28945923,23.50942383,992,302,3
2002,7,9,0,0,0,0,0,13.01098633,22.21148071,992,301,3
2002,7,9,1,0,0,0,0,11.99984741,21.18505249,992,299,2
2002,7,9,2,0,0,0,0,11.22283936,20.39632568,991,298,2
2002,7,9,3,0,0,0,0,10.66448975,19.82958374,991,299,2
2002,7,9,4,0,0,0,0,10.29678345,19.45632324,992,301,2
2002,7,9,5,0,0,0,0,11.74453735,20.92577515,993,303,1
2002,7,9,6,0,56,471,153,15.12231445,24.35506592,993,301,1
2002,7,9,7,0,84,676,353,19.56776428,28.87114868,993,297,1
2002,7,9,8,0,102,784,555,24.55157471,33.93987427,993,310,1
2002,7,9,9,0,114,847,737,28.46542358,37.92577515,992,302,0
2002,7,9,10,0,123,885,882,31.76660156,41.29186401,992,285,0
2002,7,9,11,0,128,906,977,34.52980042,44.11254272,991,276,1
2002,7,9,12,0,130,914,1014,36.32637024,45.9480835,991,280,1
2002,7,9,13,0,129,910,992,37.29144287,46.93465576,990,291,1
2002,7,9,14,0,124,895,912,37.39712524,47.04271851,989,299,1
2002,7,9,15,0,117,863,779,36.75102234,46.38219604,989,304,2
2002,7,9,16,0,105,808,604,35.35700989,44.95760498,988,308,3
2002,7,9,17,0,89,713,404,33.32832336,42.88579712,988,310,3
2002,7,9,18,0,64,538,199,30.03433228,39.52514038,989,309,4
2002,7,9,19,0,21,165,31,26.4896698,35.91314087,990,306,4
2002,7,9,20,0,0,0,0,24.1325531,33.5135437,991,305,4
2002,7,9,21,0,0,0,0,21.94448853,31.28759155,991,307,4
2002,7,9,22,0,0,0,0,20.02426147,29.33522949,991,307,3
2002,7,9,23,0,0,0,0,18.37695313,27.66112671,991,306,3
2002,7,10,0,0,0,0,0,17.07727051,26.34075317,990,304,3
2002,7,10,1,0,0,0,0,15.93103027,25.1765686,990,300,2
2002,7,10,2,0,0,0,0,14.96209717,24.19262085,989,299,2
2002,7,10,3,0,0,0,0,14.13943481,23.35732422,989,299,2
2002,7,10,4,0,0,0,0,13.48812866,22.69606934,990,297,2
2002,7,10,5,0,0,0,0,14.45907593,23.68178711,990,294,2
2002,7,10,6,0,56,472,152,17.39273071,26.66118774,991,285,1
2002,7,10,7,0,84,678,353,21.45483398,30.78963623,991,279,1
2002,7,10,8,0,102,786,556,26.0032959,35.41777954,991,284,1
2002,7,10,9,0,114,849,738,30.14762878,39.64058838,991,291,1
2002,7,10,10,0,123,887,883,33.21142578,42.76641235,990,293,1
2002,7,10,11,0,128,907,978,35.43840027,45.04073486,990,295,2
2002,7,10,12,0,130,915,1014,36.88017273,46.51421509,989,298,2
2002,7,10,13,0,129,911,993,37.66271973,47.31432495,988,301,3
2002,7,10,14,0,124,892,910,37.68743896,47.33962402,987,303,3
2002,7,10,15,0,117,858,774,36.88949585,46.52379761,987,302,4
2002,7,10,16,0,105,798,598,35.15727234,44.75359497,986,298,4
2002,7,10,17,0,88,699,396,32.52983093,42.0708252,987,294,4
2002,7,10,18,0,63,519,193,28.98919678,38.45974121,988,290,4
2002,7,10,19,0,20,149,29,24.49368286,33.88112793,989,281,3
2002,7,10,20,0,0,0,0,20.35952759,29.67608032,990,269,3
2002,7,10,21,0,0,0,0,17.39263916,26.66100464,992,256,3
2002,7,10,22,0,0,0,0,15.41989136,24.65728149,992,249,3
2002,7,10,23,0,0,0,0,14.24038696,23.45958862,992,251,2
2002,7,11,0,0,0,0,0,13.51858521,22.72680054,992,256,2
2002,7,11,1,0,0,0,0,12.96096802,22.16072998,991,256,2
2002,7,11,2,0,0,0,0,12.63876343,21.8336731,991,248,1
2002,7,11,3,0,0,0,0,12.12835693,21.31551514,991,243,1
2002,7,11,4,0,0,0,0,11.73629761,20.91756592,991,246,1
2002,7,11,5,0,0,0,0,12.17861938,21.36654053,991,252,1
2002,7,11,6,0,54,402,135,13.68939209,22.90023193,992,257,1
2002,7,11,7,0,128,394,284,15.79571533,25.03899536,992,263,1
2002,7,11,8,0,160,561,484,19.99127197,29.30166016,992,271,1
2002,7,11,9,0,113,822,716,25.18386841,34.58352051,991,279,1
2002,7,11,10,0,122,860,858,29.73283386,39.21767578,991,281,1
2002,7,11,11,0,366,532,864,32.83036804,42.37746582,990,277,1
2002,7,11,12,0,368,566,916,34.64096069,44.22612915,989,279,1
2002,7,11,13,0,127,883,964,35.51264954,45.11663208,989,281,2
2002,7,11,14,0,318,557,808,35.60966492,45.21575317,988,283,2
2002,7,11,15,0,228,617,701,34.89280701,44.48342285,987,282,2
2002,7,11,16,0,161,611,538,33.45605469,43.01622925,987,279,3
2002,7,11,17,0,87,677,386,31.20646667,40.72057495,987,277,3
2002,7,11,18,0,62,473,180,27.90895081,37.35891113,988,275,3
2002,7,11,19,0,19,88,24,24.43884277,33.82531128,989,276,3
2002,7,11,20,0,0,0,0,21.85552979,31.19719849,989,277,3
2002,7,11,21,0,0,0,0,19.63362122,28.93822632,990,276,3
2002,7,11,22,0,0,0,0,17.90551758,27.18218384,990,274,3
2002,7,11,23,0,0,0,0,16.50128174,25.75570068,990,270,2
2002,7,12,0,0,0,0,0,15.38522339,24.62224731,990,265,2
2002,7,12,1,0,0,0,0,14.50613403,23.72960815,990,259,2
2002,7,12,2,0,0,0,0,13.834198,23.0473877,990,256,1
2002,7,12,3,0,0,0,0,13.33969116,22.54534302,990,254,1
2002,7,12,4,0,0,0,0,12.95574951,22.15551147,990,252,1
2002,7,12,5,0,0,0,0,13.8326416,23.04573975,991,251,1
2002,7,12,6,0,54,423,138,16.58959961,25.84536133,991,252,1
2002,7,12,7,0,82,630,329,20.55482483,29.87456665,991,250,1
2002,7,12,8,0,100,740,525,24.76396179,34.15612183,991,251,1
2002,7,12,9,0,112,805,702,28.95759583,38.4274231,991,246,1
2002,7,12,10,0,121,844,843,32.38574219,41.92366943,990,246,1
2002,7,12,11,0,126,866,936,34.50900269,44.09133301,990,255,1
2002,7,12,12,0,128,874,973,35.71817017,45.32659302,989,264,1
2002,7,12,13,0,127,870,951,36.07815552,45.69448242,988,270,2
2002,7,12,14,0,122,853,872,35.72389221,45.33248291,988,276,2
2002,7,12,15,0,115,820,743,34.72329712,44.31026611,987,281,2
2002,7,12,16,0,104,762,573,32.99935913,42.55001221,987,284,3
2002,7,12,17,0,87,665,379,30.52513123,40.02565918,987,286,3
2002,7,12,18,0,62,490,183,27.49447632,36.9366394,988,286,4
2002,7,12,19,0,19,131,26,24.4776001,33.86477051,989,285,3
2002,7,12,20,0,0,0,0,22.20175171,31.5493103,989,285,3
2002,7,12,21,0,0,0,0,20.28010559,29.59536133,990,285,3
2002,7,12,22,0,0,0,0,18.72520447,28.01503906,990,288,3
2002,7,12,23,0,0,0,0,17.44335938,26.7126709,990,290,2
2002,7,13,0,0,0,0,0,16.29125977,25.54238281,990,291,2
2002,7,13,1,0,0,0,0,15.22183228,24.45632324,990,290,2
2002,7,13,2,0,0,0,0,14.21514893,23.43416748,990,290,2
2002,7,13,3,0,0,0,0,13.32580566,22.5312439,990,291,2
2002,7,13,4,0,0,0,0,12.62207031,21.81679688,990,292,2
2002,7,13,5,0,0,0,0,13.03915405,22.24016724,991,292,2
2002,7,13,6,0,54,425,138,15.33447266,24.57064209,991,291,1
2002,7,13,7,0,82,636,331,18.52346802,27.80999146,991,285,1
2002,7,13,8,0,100,747,528,22.28671265,31.63564453,991,280,1
2002,7,13,9,0,113,812,706,26.10194397,35.51827393,990,275,1
2002,7,13,10,0,122,851,848,29.67720032,39.16100464,990,273,1
2002,7,13,11,0,127,872,941,32.38700867,41.92501221,989,272,2
2002,7,13,12,0,129,879,977,33.74534607,43.31157837,988,271,2
2002,7,13,13,0,127,874,954,34.11094666,43.6848999,987,274,2
2002,7,13,14,0,123,855,874,33.47236633,43.03289185,987,279,3
2002,7,13,15,0,115,821,743,31.97735596,41.50704346,987,284,3
2002,7,13,16,0,104,762,573,29.74061584,39.22573242,987,288,4
2002,7,13,17,0,87,665,379,27.00518799,36.43822632,988,292,4
2002,7,13,18,0,62,489,183,23.98693848,33.36544189,988,294,3
2002,7,13,19,0,9,0,9,21.12210083,30.45144043,989,293,3
2002,7,13,20,0,0,0,0,18.84222412,28.13399658,989,292,3
2002,7,13,21,0,0,0,0,16.97705078,26.23900757,989,293,3
2002,7,13,22,0,0,0,0,15.41778564,24.65535889,990,292,2
2002,7,13,23,0,0,0,0,14.10507202,23.32241211,990,291,2
2002,7,14,0,0,0,0,0,12.83441162,22.03243408,989,289,2
2002,7,14,1,0,0,0,0,11.64584351,20.82592163,989,287,2
2002,7,14,2,0,0,0,0,10.54751587,19.71108398,989,285,2
2002,7,14,3,0,0,0,0,9.655090332,18.80526123,989,285,2
2002,7,14,4,0,0,0,0,8.96786499,18.10765991,990,283,2
2002,7,14,5,0,0,0,0,9.350524902,18.49599609,990,278,1
2002,7,14,6,0,54,433,139,11.48425293,20.66173706,991,269,1
2002,7,14,7,0,83,647,335,14.60476685,23.82970581,991,260,1
2002,7,14,8,0,101,761,536,18.42958069,27.71462402,990,251,1
2002,7,14,9,0,114,828,718,22.35066223,31.70073853,990,249,1
2002,7,14,10,0,123,868,864,26.01499939,35.42980347,989,256,1
2002,7,14,11,0,128,891,959,29.15809631,38.63186035,988,264,1
2002,7,14,12,0,130,899,998,31.28312683,40.79876099,987,271,2
2002,7,14,13,0,129,896,976,31.96131897,41.49068604,987,279,2
2002,7,14,14,0,125,879,896,31.48358154,41.00328979,987,286,3
2002,7,14,15,0,117,846,764,30.15283203,39.64605103,987,290,3
2002,7,14,16,0,106,789,591,28.07170105,37.52477417,986,294,3
2002,7,14,17,0,89,694,392,25.33818054,34.74080811,987,295,3
2002,7,14,18,0,64,517,191,21.95005798,31.29342041,988,295,3
2002,7,14,19,0,19,140,27,18.58584595,27.87355957,988,292,3
2002,7,14,20,0,0,0,0,16.01794434,25.26488647,989,290,3
2002,7,14,21,0,0,0,0,13.90383911,23.11812744,990,288,3
2002,7,14,22,0,0,0,0,12.20428467,21.39272461,990,285,3
2002,7,14,23,0,0,0,0,10.84832764,20.01625977,991,283,2
2002,7,15,0,0,0,0,0,9.804168701,18.95644531,991,280,2
2002,7,15,1,0,0,0,0,9.082244873,18.22365723,991,278,2
2002,7,15,2,0,0,0,0,8.572998047,17.70675049,991,278,2
2002,7,15,3,0,0,0,0,8.103637695,17.23031006,991,280,2
2002,7,15,4,0,0,0,0,7.546844482,16.66509399,991,279,2
2002,7,15,5,0,0,0,0,7.930114746,17.05410156,992,279,2
2002,7,15,6,0,55,446,141,10.26486206,19.42388306,992,281,1
2002,7,15,7,0,96,552,310,13.46417236,22.67150269,992,277,1
2002,7,15,8,0,227,324,412,16.96615601,26.22774658,992,267,1
2002,7,15,9,0,115,838,725,19.99803162,29.30849609,992,257,1
2002,7,15,10,0,124,877,871,22.61315918,31.96761475,992,255,1
2002,7,15,11,0,388,443,801,24.78404236,34.17650757,992,256,1
2002,7,15,12,0,316,646,939,26.46066284,35.8835083,992,263,2
2002,7,15,13,0,298,658,920,27.54296875,36.98592529,991,272,2
2002,7,15,14,0,126,889,905,27.96821594,37.41918335,991,280,2
2002,7,15,15,0,118,856,772,27.23835754,36.67565308,990,286,3
2002,7,15,16,0,107,800,597,25.46562195,34.87041626,990,290,3
2002,7,15,17,0,90,703,397,22.98985291,32.35091553,990,293,3
2002,7,15,18,0,64,524,192,19.86192322,29.17025146,991,294,3
2002,7,15,19,0,19,141,26,16.55026245,25.80535278,992,292,3
2002,7,15,20,0,0,0,0,14.06784058,23.28438721,992,290,3
2002,7,15,21,0,0,0,0,12.08660889,21.27300415,993,288,3
2002,7,15,22,0,0,0,0,10.43301392,19.5944458,993,285,2
2002,7,15,23,0,0,0,0,8.978179932,18.11776123,993,281,2
2002,7,16,0,0,0,0,0,7.748657227,16.86974487,993,278,2
2002,7,16,1,0,0,0,0,6.819122314,15.92620239,993,278,2
2002,7,16,2,0,0,0,0,6.103515625,15.19973145,992,277,2
2002,7,16,3,0,0,0,0,5.516967773,14.60415039,992,276,2
2002,7,16,4,0,0,0,0,5.017059326,14.09649048,993,276,2
2002,7,16,5,0,0,0,0,5.758178711,14.8489624,993,276,2
2002,7,16,6,0,55,458,143,8.53805542,17.67098389,993,276,1
2002,7,16,7,0,85,676,346,11.72503662,20.9059082,993,275,1
2002,7,16,8,0,103,788,551,15.39871216,24.63567505,994,271,1
2002,7,16,9,0,116,852,735,19.22064209,28.51833496,993,263,1
2002,7,16,10,0,125,889,881,22.77763367,32.13491211,993,256,1
2002,7,16,11,0,130,908,976,25.59046936,34.99743042,992,253,1
2002,7,16,12,0,132,913,1010,27.67549133,37.12093506,991,256,1
2002,7,16,13,0,131,906,986,28.72238159,38.18770752,990,263,1
2002,7,16,14,0,126,886,902,28.88075256,38.34914551,990,270,2
2002,7,16,15,0,118,850,767,28.1985321,37.65392456,989,276,2
2002,7,16,16,0,106,791,591,26.80574036,36.23504028,989,280,2
2002,7,16,17,0,89,692,391,24.69535828,34.08635864,989,284,2
